lb,1 & 2,3,4,5,6,7,8,9
0.5,$22.75 ,$23.30 ,$24.05 ,$26.35 ,$28.25 ,$30.05 ,$32.45 ,$43.95 
1,23,25.2,27.45,31.2,33.65,35.65,38.05,51.5
2,23.25,27.05,30.9,36,39.05,41.2,43.6,59.05
3,23.5,28.95,34.3,40.85,44.4,46.8,49.2,66.55
4,23.75,30.8,37.75,45.65,49.8,52.35,54.75,74.1
5,24,32.7,41.15,50.5,55.2,57.95,60.35,81.65
6,26.45,35.95,45.7,55.55,60.4,63.55,66.15,89.5
7,28.9,39.2,50.3,60.6,65.6,69.15,71.95,97.35
8,31.4,42.5,54.85,65.6,70.75,74.75,77.75,105.2
9,33.85,45.75,59.45,70.65,75.95,80.35,83.55,113.05
10,36.3,49,64,75.7,81.15,85.95,89.35,120.9
11,38.2,52.9,67.9,79.6,84.9,89.9,93.55,126.55
12,40.1,56.8,71.75,83.55,88.7,93.85,97.7,132.2
13,42.05,60.7,75.65,87.45,92.45,97.8,101.9,137.9
14,43.95,64.6,79.55,91.4,96.2,101.75,106.05,143.55
15,45.85,68.5,83.45,95.3,100,105.65,110.2,149.2
16,47.75,72.35,87.3,99.2,103.75,109.6,114.4,154.85
17,49.65,76.25,91.2,103.15,107.5,113.55,118.55,160.5
18,51.6,80.15,95.1,107.05,111.25,117.5,122.75,166.2
19,53.5,84.05,98.95,111,115.05,121.45,126.9,171.85
20,55.4,87.95,102.85,114.9,118.8,125.4,131.1,177.5
21,57.35,91.9,106.75,119.15,123.15,129.9,135.85,183.95
22,59.35,95.85,110.65,123.45,127.5,134.45,140.6,190.4
23,61.3,99.8,114.5,127.7,131.8,138.95,145.4,196.85
24,63.3,103.75,118.4,132,136.15,143.45,150.15,203.25
25,65.25,107.7,122.3,136.25,140.5,147.95,154.9,209.7
26,67.2,111.65,126.2,140.5,144.85,152.5,159.65,216.15
27,69.2,115.6,130.1,144.8,149.2,157,164.4,222.6
28,71.15,119.55,133.95,149.05,153.5,161.5,169.2,229.05
29,73.15,123.5,137.85,153.35,157.85,166,173.95,235.5
30,75.1,127.45,141.75,157.6,162.2,170.55,178.7,241.95
31,77.05,131.4,145.65,161.85,166.55,175.05,183.45,248.4
32,79.05,135.35,149.55,166.15,170.9,179.55,188.2,254.8
33,81,139.3,153.4,170.4,175.2,184.05,193,261.25
34,83,143.25,157.3,174.7,179.55,188.6,197.75,267.7
35,84.95,147.2,161.2,178.95,183.9,193.1,202.5,274.15
36,87.15,151.1,165.6,183.75,188.95,198.3,207.9,281.5
37,89,154.85,169.85,188.35,193.95,203.5,213.35,288.85
38,91.1,158.75,174.15,193.1,198.75,208.5,218.65,296.05
39,93.35,162.65,178.55,197.75,203.4,213.3,224.1,303.45
40,95.35,166.3,182.9,202.55,208.35,218.45,229.55,310.8
41,$97.25 ,$170.25 ,$187.15 ,$207.10 ,$213.40 ,$223.65 ,$234.90 ,$318.00 
42,98.95,174.15,191.4,211.75,218.4,228.8,240.2,325.25
43,101.25,177.9,195.65,216.35,223.25,233.8,245.7,332.6
44,103.05,181.8,200,221.05,228.05,238.75,251,339.85
45,105.05,185.65,204.15,225.55,232.95,243.85,256.5,347.3
46,107.1,189.4,208.7,230.4,237.8,248.8,261.85,354.55
47,109.35,193.25,212.9,235,242.7,253.85,267.25,361.85
48,111.25,197.2,217.1,239.45,247.6,258.9,272.65,369.15
49,113.2,200.9,221.45,244.15,252.65,264.1,278.1,376.55
50,115.65,204.85,225.8,248.9,257.4,268.9,283.45,383.75
51,117.65,208.75,230.05,253.45,262.2,273.9,288.1,390.05
52,119.7,212.4,234.25,258,267.3,279.05,294.3,398.5
53,121.6,216.35,238.65,262.65,272.2,284.1,299.7,405.75
54,123.8,220.25,242.85,267.15,277.05,289.15,305.05,413.05
55,126.25,225.3,247.3,271.9,281.9,294.05,310.4,420.3
56,128.9,229.2,251.5,276.4,286.75,299.05,315.85,427.65
57,131.1,233.05,255.8,281,291.6,304.05,321.2,434.85
58,133.35,236.75,260.05,285.5,296.6,309.1,326.6,442.15
59,135.2,240.6,264.3,290.1,301.6,314.15,331.95,449.45
60,137,244.45,268.65,294.65,306.45,319.1,337.35,456.75
61,138.95,248.4,273.15,299.45,311.35,324.1,342.75,464.05
62,141.1,252.1,277.3,303.85,316.15,328.95,348.25,471.5
63,143.45,255.95,281.6,308.45,321.1,334.1,353.7,478.85
64,145.35,259.75,285.8,312.9,326.05,339.1,359.1,486.15
65,147.85,263.6,290.1,317.45,330.9,343.95,364.4,493.35
66,150.6,267.55,294.5,322.15,335.8,349,369.75,500.55
67,152.35,271.3,298.85,326.75,340.55,353.8,375.2,507.95
68,154.35,275.15,303.1,331.15,345.65,359,380.7,515.45
69,156.8,279.05,307.35,335.7,350.4,363.85,385.85,522.45
70,159.65,282.9,311.7,340.25,355.35,368.8,391.3,529.8
